image_id,relative_path,source_record,patient_group,start_second,duration_seconds,leads,split,source_url,source_doi,license,sha256,width,height,derivation
MITBIH-100-S01,train/MITBIH-100-S01.png,100,MITBIH-100,60,10,MLII|V5,train,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,71a4920bf1379bdbc9b941fa1829b4c632e6af060439d1087472c54b112394fe,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-107-S05,validation/MITBIH-107-S05.png,107,MITBIH-107,300,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,c6bcc3e741566938ef4c7d64b20b03a6d63d763133bd418625d4c36c470d5312,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-107-S06,validation/MITBIH-107-S06.png,107,MITBIH-107,360,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,427211398321e50c026925da19507493fab2a021924cf4ace1e821c645e576e8,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-107-S07,validation/MITBIH-107-S07.png,107,MITBIH-107,420,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,d540a50efb6ba0f169b469a8b325b9c5cfb78e0243dfe1b654a82e76902de75f,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-107-S08,validation/MITBIH-107-S08.png,107,MITBIH-107,480,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,6bd9e7698f6b7fff1baaf43ef3cc0402508cf25c9e5112c5c93bc11c50c2ad81,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-107-S09,validation/MITBIH-107-S09.png,107,MITBIH-107,540,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,3c185c5592c9e77d0c53e227fd23e8c92523720464b8e6a97cb93e96a255f0d0,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-107-S10,validation/MITBIH-107-S10.png,107,MITBIH-107,600,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,b09457187930b26689121ca1b4552b86830b25638f80641c4f2b90e56acb756c,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S01,validation/MITBIH-108-S01.png,108,MITBIH-108,60,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,67a197f7e40553e545aefa864e3825e993259cd7b8fafacb2727b50607ddefce,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S02,validation/MITBIH-108-S02.png,108,MITBIH-108,120,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,7eaa3545f4d1aaa397eceb3354747071a4d7a8b95defcf0a58f1aa8576f60181,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S03,validation/MITBIH-108-S03.png,108,MITBIH-108,180,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,a47bfd9cae992e08014e264312a77face7fe16c135dcd96c75a73b7910f4d030,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S04,validation/MITBIH-108-S04.png,108,MITBIH-108,240,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,c10bba05a5828c0828970551aaa699cf80a6a5595819e7fffcfbf90ebaed66f8,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S05,validation/MITBIH-108-S05.png,108,MITBIH-108,300,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,c875cac3ea6edd1190d1771042f67c968aa81a6f2b1157cdd577c9559bd74873,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S06,validation/MITBIH-108-S06.png,108,MITBIH-108,360,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,8b1279462d25dee66b036ae656d26c57d4f58bfc1b1e525aaa760200f5c9b83d,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S07,validation/MITBIH-108-S07.png,108,MITBIH-108,420,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,3638ad6e00ff988a17c9ab47d77424770822da51ebf0f2553d436e50341fd8a1,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S08,validation/MITBIH-108-S08.png,108,MITBIH-108,480,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,6f27cbb8c465076375936d34fcedc86aaa989c9b65997e0e1fb415520b550199,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S09,validation/MITBIH-108-S09.png,108,MITBIH-108,540,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,e18a0051bdd4d526a19f5b6789c37679cd2ba1aa0960fd1b1a654c4cee5774cb,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-108-S10,validation/MITBIH-108-S10.png,108,MITBIH-108,600,10,MLII|V1,validation,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,e15ff7a3c386068abd30326ff3a12d8cbf99d374dfcf606538781d1ad508e748,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S01,test/MITBIH-109-S01.png,109,MITBIH-109,60,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,f46c949669dfeb99013641d67c4f0cf0983addf3f5efb8a06ff532e9f5e56580,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S02,test/MITBIH-109-S02.png,109,MITBIH-109,120,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,94ea2482bc13a297c9125217e6b9237527c0520128cb9cb444f87c0e11ebaa7a,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S03,test/MITBIH-109-S03.png,109,MITBIH-109,180,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,2b7f0ab08b179bd98c6ae69e9a658a3fc1cbe1a2c10550f6ee66bfe793d07acf,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S04,test/MITBIH-109-S04.png,109,MITBIH-109,240,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,a63ffb3a749f44b24516dd7d4bbf9e4d93869c429ce5e45b998492df6eb202a3,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S05,test/MITBIH-109-S05.png,109,MITBIH-109,300,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,bd30c4cae48efa380372d2dff24557689c49e76dd21523aae469693cec03dd90,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S06,test/MITBIH-109-S06.png,109,MITBIH-109,360,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,998e049be6f23777a0b5643909e2edfb550bc8d6ab05396db4b0d3219604d9dd,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S07,test/MITBIH-109-S07.png,109,MITBIH-109,420,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,e8eebcdf13e94f9eb3053968fb4e6afeb9e04188e85699c8b0da942617fb3641,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S08,test/MITBIH-109-S08.png,109,MITBIH-109,480,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,f3843e7416a310fb690e8ff63427addfb9c18f973c08ab283ae270dfa0d5992a,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S09,test/MITBIH-109-S09.png,109,MITBIH-109,540,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,802d82134ae4c9c03a290e3b8fe49ff5a395a1ade8f0666f5cc86b84e1608988,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
MITBIH-109-S10,test/MITBIH-109-S10.png,109,MITBIH-109,600,10,MLII|V1,test,https://physionet.org/content/mitdb/1.0.0/,https://doi.org/10.13026/C2F305,Open Data Commons Attribution License v1.0,6dab2791a35ee2d5aa030c47b113739b0496a5007cd359cb00aac4b0a9fb5934,1310,545,PNG gerado de dois canais WFDB; grade adicionada; sinal não alterado.
